G,Season,Standardized_Date,Date,Day,Time,School,Standardized_School,Game_Type,Opponent,Standardized_Opponent,Post_Season,Conf,Result,Combined_Location,City,State,Country,Pts,Opp,W,L,T,Streak,Notes,Latitude,Longitude
4,2016,9/24/2016,24-Sep-16,Sat,3:30 PM,Notre Dame,Notre Dame,Home,Duke,Duke,N,ACC,L,"South Bend, IN",South Bend,IN,USA,35,38,1,3,,L 2,,41.666386,-86.267592
8,2016,10/29/2016,29-Oct-16,Sat,3:30 PM,Notre Dame,Notre Dame,Home,Miami (FL),Miami FL,N,ACC,W,"South Bend, IN",South Bend,IN,USA,30,27,3,5,,W 1,,41.666386,-86.267592
3,2016,9/17/2016,17-Sep-16,Sat,7:30 PM,(18)Â Notre Dame,Notre Dame,Home,(12)Â Michigan State,Michigan State,N,Big Ten,L,"South Bend, IN",South Bend,IN,USA,28,36,1,2,,L 1,,41.666386,-86.267592
2,2016,9/10/2016,10-Sep-16,Sat,3:30 PM,(18)Â Notre Dame,Notre Dame,Home,Nevada,Nevada,N,MWC,W,"South Bend, IN",South Bend,IN,USA,39,10,1,1,,W 1,,41.666386,-86.267592
7,2016,10/15/2016,15-Oct-16,Sat,7:30 PM,Notre Dame,Notre Dame,Home,Stanford,Stanford,N,Pac-12,L,"South Bend, IN",South Bend,IN,USA,10,17,2,5,,L 2,,41.666386,-86.267592
11,2016,11/19/2016,19-Nov-16,Sat,3:30 PM,Notre Dame,Notre Dame,Home,Virginia Tech,Virginia Tech,N,ACC,L,"South Bend, IN",South Bend,IN,USA,31,34,4,7,,L 1,,41.666386,-86.267592
6,2017,10/7/2017,7-Oct-17,Sat,3:30 PM,(21)Â Notre Dame,Notre Dame,Away,North Carolina,North Carolina,N,ACC,W,"Chapel Hill, NC",Chapel Hill,NC,USA,33,10,5,1,,W 4,"Kenan Memorial Stadium - Chapel Hill, North Carolina",35.930208,-79.035496
3,2017,9/16/2017,16-Sep-17,Sat,3:30 PM,Notre Dame,Notre Dame,Away,Boston College,Boston College,N,ACC,W,"Chestnut Hill, MA",Boston,MA,USA,49,20,2,1,,W 1,"Alumni Stadium - Chestnut Hill, Massachusetts",42.330185,-71.156854
4,2017,9/23/2017,23-Sep-17,Sat,8:00 PM,Notre Dame,Notre Dame,Away,Michigan State,Michigan State,N,Big Ten,W,"East Lansing, MI",East Lansing,MI,USA,38,18,3,1,,W 2,"Spartan Stadium - East Lansing, Michigan",42.736452,-84.479762
10,2017,11/11/2017,11-Nov-17,Sat,8:00 PM,(3)Â Notre Dame,Notre Dame,Away,(7)Â Miami (FL),Miami FL,N,ACC,L,"Miami Gardens, FL",Miami Gardens,FL,USA,8,41,8,2,,L 1,"Hard Rock Stadium - Miami Gardens, Florida",25.941905,-80.242518
13,2017,1/1/2018,1-Jan-18,Mon,1:00 PM,(14)Â Notre Dame,Notre Dame,Neutral,(16)Â LSU,LSU,Y,SEC,W,"Orlando, FL",Orlando,FL,USA,21,17,10,3,,W 1,"Citrus Bowl (Camping World Stadium - Orlando, Florida)",28.41959,-81.293691
2,2017,9/9/2017,9-Sep-17,Sat,7:30 PM,(24)Â Notre Dame,Notre Dame,Home,(15)Â Georgia,Georgia,N,SEC,L,"South Bend, IN",South Bend,IN,USA,19,20,1,1,,L 1,"Notre Dame Stadium - South Bend, Indiana",41.666386,-86.267592
5,2017,9/30/2017,30-Sep-17,Sat,5:00 PM,(22)Â Notre Dame,Notre Dame,Home,Miami (OH),Miami OH,N,MAC,W,"South Bend, IN",South Bend,IN,USA,52,17,4,1,,W 3,"Notre Dame Stadium - South Bend, Indiana",41.666386,-86.267592
11,2017,11/18/2017,18-Nov-17,Sat,3:30 PM,(9)Â Notre Dame,Notre Dame,Home,Navy,Navy,N,American,W,"South Bend, IN",South Bend,IN,USA,24,17,9,2,,W 1,"Notre Dame Stadium - South Bend, Indiana",41.666386,-86.267592
8,2017,10/28/2017,28-Oct-17,Sat,3:30 PM,(9)Â Notre Dame,Notre Dame,Home,(14)Â North Carolina State,North Carolina State,N,ACC,W,"South Bend, IN",South Bend,IN,USA,35,14,7,1,,W 6,"Notre Dame Stadium - South Bend, Indiana",41.666386,-86.267592
1,2017,9/2/2017,2-Sep-17,Sat,3:30 PM,Notre Dame,Notre Dame,Home,Temple,Temple,N,American,W,"South Bend, IN",South Bend,IN,USA,49,16,1,0,,W 1,"Notre Dame Stadium - South Bend, Indiana",41.666386,-86.267592
7,2017,10/21/2017,21-Oct-17,Sat,7:30 PM,(13)Â Notre Dame,Notre Dame,Home,(11)Â USC,USC,N,Pac-12,W,"South Bend, IN",South Bend,IN,USA,49,14,6,1,,W 5,"Notre Dame Stadium - South Bend, Indiana",41.666386,-86.267592
9,2017,11/4/2017,4-Nov-17,Sat,3:30 PM,(5)Â Notre Dame,Notre Dame,Home,Wake Forest,Wake Forest,N,ACC,W,"South Bend, IN",South Bend,IN,USA,48,37,8,1,,W 7,"Notre Dame Stadium - South Bend, Indiana",41.666386,-86.267592
12,2017,11/25/2017,25-Nov-17,Sat,8:00 PM,(9)Â Notre Dame,Notre Dame,Away,(20)Â Stanford,Stanford,N,Pac-12,L,"Stanford, CA",Stanford,CA,USA,20,38,9,3,,L 1,"Stanford Stadium - Stanford, California",37.425888,-122.165288
6,2018,10/6/2018,6-Oct-18,Sat,8:00 PM,(6)Â Notre Dame,Notre Dame,Away,(24)Â Virginia Tech,Virginia Tech,N,ACC,W,"Blacksburg, VA",Blacksburg,VA,USA,45,23,6,0,,W 6,,37.231157,-80.431924
13,2018,12/29/2018,29-Dec-18,Sat,4:00 PM,(3)Â Notre Dame,Notre Dame,Neutral,(2)Â Clemson,Clemson,Y,ACC,L,"Dallas, TX",Dallas,TX,USA,3,30,12,1,,L 1,Cotton Bowl,32.736212,-96.784359
11,2018,11/17/2018,17-Nov-18,Sat,2:30 PM,(3)Â Notre Dame,Notre Dame,Neutral,(12)Â Syracuse,Syracuse,N,ACC,W,"East Rutherford, NJ",East Rutherford,NJ,USA,36,3,11,0,,W 11,,40.811106,-74.078218
9,2018,11/3/2018,3-Nov-18,Sat,7:15 PM,(3)Â Notre Dame,Notre Dame,Away,Northwestern,Northwestern,N,Big Ten,W,"Evanston, IL",Evanston,IL,USA,31,21,9,0,,W 9,,42.046069,-87.691232
12,2018,11/24/2018,24-Nov-18,Sat,8:00 PM,(3)Â Notre Dame,Notre Dame,Away,USC,USC,N,Pac-12,W,"Los Angeles, CA",Los Angeles,CA,USA,24,17,12,0,,W 12,,34.05513,-118.25703
8,2018,10/27/2018,27-Oct-18,Sat,8:00 PM,(3)Â Notre Dame,Notre Dame,Neutral,Navy,Navy,N,American,W,"San Diego, CA",San Diego,CA,USA,44,22,8,0,,W 8,,32.72793,-117.15529
2,2018,9/8/2018,8-Sep-18,Sat,3:30 PM,(8)Â Notre Dame,Notre Dame,Home,Ball State,Ball State,N,MAC,W,"South Bend, IN",South Bend,IN,USA,24,16,2,0,,W 2,,41.666386,-86.267592
10,2018,11/10/2018,10-Nov-18,Sat,7:30 PM,(3)Â Notre Dame,Notre Dame,Home,Florida State,Florida State,N,ACC,W,"South Bend, IN",South Bend,IN,USA,42,13,10,0,,W 10,,41.666386,-86.267592
1,2018,9/1/2018,1-Sep-18,Sat,7:30 PM,(12)Â Notre Dame,Notre Dame,Home,(14)Â Michigan,Michigan,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,24,17,1,0,,W 1,,41.666386,-86.267592
7,2018,10/13/2018,13-Oct-18,Sat,,(5)Â Notre Dame,Notre Dame,Home,Pitt,Pitt,N,ACC,W,"South Bend, IN",South Bend,IN,USA,19,14,7,0,,W 7,,41.666386,-86.267592
5,2018,9/29/2018,29-Sep-18,Sat,7:30 PM,(8)Â Notre Dame,Notre Dame,Home,(7)Â Stanford,Stanford,N,Pac-12,W,"South Bend, IN",South Bend,IN,USA,38,17,5,0,,W 5,,41.666386,-86.267592
3,2018,9/15/2018,15-Sep-18,Sat,2:30 PM,(8)Â Notre Dame,Notre Dame,Home,Vanderbilt,Vanderbilt,N,SEC,W,"South Bend, IN",South Bend,IN,USA,22,17,3,0,,W 3,,41.666386,-86.267592
4,2018,9/22/2018,22-Sep-18,Sat,12:00 PM,(8)Â Notre Dame,Notre Dame,Away,Wake Forest,Wake Forest,N,ACC,W,"Winston-Salem, NC",Winston-Salem,NC,USA,56,27,4,0,,W 4,,36.105975,-80.260878
7,2019,10/26/2019,26-Oct-19,Sat,,(8)Â Notre Dame,Notre Dame,Away,(19)Â Michigan,Michigan,N,Big Ten,L,"Ann Arbor, MI",Ann Arbor,MI,USA,14,45,5,2,,L 1,,42.279731,-83.736923
3,2019,9/21/2019,21-Sep-19,Sat,,(7)Â Notre Dame,Notre Dame,Away,(3)Â Georgia,Georgia,N,SEC,L,"Athens, GA",Athens,GA,USA,17,23,2,1,,L 1,,33.95759,-83.358855
13,2019,12/28/2019,28-Dec-19,Sat,,(14)Â Notre Dame,Notre Dame,Neutral,Iowa State,Iowa State,Y,Big 12,W,"Bowling Green, KY",Bowling Green,KY,USA,33,9,11,2,,W 6,Camping World Bowl,36.984763,-86.448058
9,2019,11/9/2019,9-Nov-19,Sat,,(15)Â Notre Dame,Notre Dame,Away,Duke,Duke,N,ACC,W,"Durham, NC",Durham,NC,USA,38,7,7,2,,W 2,,35.994034,-78.898621
1,2019,9/2/2019,2-Sep-19,Mon,,(9)Â Notre Dame,Notre Dame,Away,Louisville,Louisville,N,ACC,W,"Louisville, KY",Louisville,KY,USA,35,17,1,0,,W 1,,38.141177,-85.776881
11,2019,11/23/2019,23-Nov-19,Sat,,(15)Â Notre Dame,Notre Dame,Home,Boston College,Boston College,N,ACC,W,"South Bend, IN",South Bend,IN,USA,40,7,9,2,,W 4,,41.666386,-86.267592
5,2019,10/5/2019,5-Oct-19,Sat,,(9)Â Notre Dame,Notre Dame,Home,Bowling Green State,Bowling Green State,N,MAC,W,"South Bend, IN",South Bend,IN,USA,52,0,4,1,,W 2,,41.666386,-86.267592
10,2019,11/16/2019,16-Nov-19,Sat,,(16)Â Notre Dame,Notre Dame,Home,(21)Â Navy,Navy,N,American,W,"South Bend, IN",South Bend,IN,USA,52,20,8,2,,W 3,,41.666386,-86.267592
2,2019,9/14/2019,14-Sep-19,Sat,,(7)Â Notre Dame,Notre Dame,Home,New Mexico,New Mexico,N,MWC,W,"South Bend, IN",South Bend,IN,USA,66,14,2,0,,W 2,,41.666386,-86.267592
6,2019,10/12/2019,12-Oct-19,Sat,,(9)Â Notre Dame,Notre Dame,Home,USC,USC,N,Pac-12,W,"South Bend, IN",South Bend,IN,USA,30,27,5,1,,W 3,,41.666386,-86.267592
4,2019,9/28/2019,28-Sep-19,Sat,,(10)Â Notre Dame,Notre Dame,Home,(18)Â Virginia,Virginia,N,ACC,W,"South Bend, IN",South Bend,IN,USA,35,20,3,1,,W 1,,41.666386,-86.267592
8,2019,11/2/2019,2-Nov-19,Sat,,(16)Â Notre Dame,Notre Dame,Home,Virginia Tech,Virginia Tech,N,ACC,W,"South Bend, IN",South Bend,IN,USA,21,20,6,2,,W 1,,41.666386,-86.267592
12,2019,11/30/2019,30-Nov-19,Sat,,(15)Â Notre Dame,Notre Dame,Away,Stanford,Stanford,N,Pac-12,W,"Stanford, CA",Stanford,CA,USA,45,24,10,2,,W 5,,37.425888,-122.165288
6,2020,10/31/2020,31-Oct-20,Sat,3:30 PM,(4)Â Notre Dame,Notre Dame,Away,Georgia Tech,Georgia Tech,N,ACC,W,"Atlanta, GA",Atlanta,GA,USA,31,13,6,0,,W 6,,33.769805,-84.414581
8,2020,11/14/2020,14-Nov-20,Sat,3:30 PM,(2)Â Notre Dame,Notre Dame,Away,Boston College,Boston College,N,ACC,W,"Boston, MA",Boston,MA,USA,45,31,8,0,,W 8,,42.355492,-71.048611
9,2020,11/27/2020,27-Nov-20,Fri,3:30 PM,(2)Â Notre Dame,Notre Dame,Away,(25)Â North Carolina,North Carolina,N,ACC,W,"Chapel Hill, NC",Chapel Hill,NC,USA,31,17,9,0,,W 9,,35.930208,-79.035496
11,2020,12/19/2020,19-Dec-20,Sat,4:00 PM,(2)Â Notre Dame,Notre Dame,Neutral,(4)Â Clemson,Clemson,Y,ACC,L,"Charlotte, NC",Charlotte,NC,USA,10,34,10,1,,L 1,ACC Championship Game,35.19534,-80.81711
12,2020,1/1/2021,1-Jan-21,Fri,4:00 PM,(4)Â Notre Dame,Notre Dame,Neutral,(1)Â Alabama,Alabama,Y,SEC,L,"Pasadena, CA",Pasadena,CA,USA,14,31,10,2,,L 2,Rose Bowl,34.153289,-118.148936
5,2020,10/24/2020,24-Oct-20,Sat,3:30 PM,(3)Â Notre Dame,Notre Dame,Away,Pitt,Pitt,N,ACC,W,"Pittsburgh, PA",Pittsburgh,PA,USA,45,3,5,0,,W 5,,40.450509,-79.936305
7,2020,11/7/2020,7-Nov-20,Sat,7:30 PM,(4)Â Notre Dame,Notre Dame,Home,(1)Â Clemson,Clemson,N,ACC,W,"South Bend, IN",South Bend,IN,USA,47,40,7,0,,W 7,,41.666386,-86.267592
1,2020,9/12/2020,12-Sep-20,Sat,2:30 PM,(10)Â Notre Dame,Notre Dame,Home,Duke,Duke,N,ACC,W,"South Bend, IN",South Bend,IN,USA,27,13,1,0,,W 1,,41.666386,-86.267592
3,2020,10/10/2020,10-Oct-20,Sat,7:30 PM,(5)Â Notre Dame,Notre Dame,Home,Florida State,Florida State,N,ACC,W,"South Bend, IN",South Bend,IN,USA,42,26,3,0,,W 3,,41.666386,-86.267592
4,2020,10/17/2020,17-Oct-20,Sat,2:30 PM,(4)Â Notre Dame,Notre Dame,Home,Louisville,Louisville,N,ACC,W,"South Bend, IN",South Bend,IN,USA,12,7,4,0,,W 4,,41.666386,-86.267592
2,2020,9/19/2020,19-Sep-20,Sat,2:30 PM,(7)Â Notre Dame,Notre Dame,Home,South Florida,South Florida,N,American,W,"South Bend, IN",South Bend,IN,USA,52,0,2,0,,W 2,,41.666386,-86.267592
10,2020,12/5/2020,5-Dec-20,Sat,2:30 PM,(2)Â Notre Dame,Notre Dame,Home,Syracuse,Syracuse,N,ACC,W,"South Bend, IN",South Bend,IN,USA,45,21,10,0,,W 10,,41.666386,-86.267592
