G,Season,Standardized_Date,Date,Day,Time,School,Standardized_School,Game_Type,Opponent,Standardized_Opponent,Post_Season,Conf,Result,Combined_Location,City,State,Country,Pts,Opp,W,L,T,Streak,Notes,Latitude,Longitude
9,1966,11/19/1966,19-Nov-66,Sat,,(1)Â Notre Dame,Notre Dame,Away,(2)Â Michigan State,Michigan State,N,Big Ten,T,"East Lansing, MI",East Lansing,MI,USA,10,10,8,0,1,T 1,,42.736452,-84.479762
2,1966,10/1/1966,1-Oct-66,Sat,,(4)Â Notre Dame,Notre Dame,Away,Northwestern,Northwestern,N,Big Ten,W,"Evanston, IL",Evanston,IL,USA,35,7,2,0,0,W 2,,42.046069,-87.691232
10,1966,11/26/1966,26-Nov-66,Sat,,(1)Â Notre Dame,Notre Dame,Away,(10)Â USC,USC,N,AAWU,W,"Los Angeles, CA",Los Angeles,CA,USA,51,0,9,0,1,W 1,,34.05513,-118.25703
5,1966,10/22/1966,22-Oct-66,Sat,,(1)Â Notre Dame,Notre Dame,Away,(10)Â Oklahoma,Oklahoma,N,Big 8,W,"Norman, OK",Norman,OK,USA,38,0,5,0,0,W 5,,35.224197,-97.297922
6,1966,10/29/1966,29-Oct-66,Sat,,(1)Â Notre Dame,Notre Dame,Neutral,Navy,Navy,N,Ind,W,"Philadelphia, PA",Philadelphia,PA,USA,31,7,6,0,0,W 6,"Philadelphia, PA",39.990821,-75.168428
3,1966,10/8/1966,8-Oct-66,Sat,,(3)Â Notre Dame,Notre Dame,Home,Army,Army,N,Ind,W,"South Bend, IN",South Bend,IN,USA,35,0,3,0,0,W 3,,41.666386,-86.267592
8,1966,11/12/1966,12-Nov-66,Sat,,(1)Â Notre Dame,Notre Dame,Home,Duke,Duke,N,ACC,W,"South Bend, IN",South Bend,IN,USA,64,0,8,0,0,W 8,,41.666386,-86.267592
4,1966,10/15/1966,15-Oct-66,Sat,,(2)Â Notre Dame,Notre Dame,Home,North Carolina,North Carolina,N,ACC,W,"South Bend, IN",South Bend,IN,USA,32,0,4,0,0,W 4,,41.666386,-86.267592
7,1966,11/5/1966,5-Nov-66,Sat,,(1)Â Notre Dame,Notre Dame,Home,Pitt,Pitt,N,Ind,W,"South Bend, IN",South Bend,IN,USA,40,0,7,0,0,W 7,,41.666386,-86.267592
1,1966,9/24/1966,24-Sep-66,Sat,,(8)Â Notre Dame,Notre Dame,Home,(7)Â Purdue,Purdue,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,26,14,1,0,0,W 1,,41.666386,-86.267592
9,1967,11/18/1967,18-Nov-67,Sat,,(9)Â Notre Dame,Notre Dame,Away,Georgia Tech,Georgia Tech,N,Ind,W,"Atlanta, GA",Atlanta,GA,USA,36,3,7,2,0,W 5,,33.769805,-84.414581
10,1967,11/24/1967,24-Nov-67,Fri,,(6)Â Notre Dame,Notre Dame,Away,Miami (FL),Miami FL,N,Ind,W,"Miami, FL",Miami,FL,USA,24,22,8,2,0,W 6,,25.766368,-80.210268
8,1967,11/11/1967,11-Nov-67,Sat,,(9)Â Notre Dame,Notre Dame,Away,Pitt,Pitt,N,Ind,W,"Pittsburgh, PA",Pittsburgh,PA,USA,38,0,6,2,0,W 4,,40.450509,-79.936305
1,1967,9/23/1967,23-Sep-67,Sat,,(1)Â Notre Dame,Notre Dame,Home,California,California,N,AAWU,W,"South Bend, IN",South Bend,IN,USA,41,8,1,0,0,W 1,,41.666386,-86.267592
3,1967,10/7/1967,7-Oct-67,Sat,,(6)Â Notre Dame,Notre Dame,Home,Iowa,Iowa,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,56,6,2,1,0,W 1,,41.666386,-86.267592
6,1967,10/28/1967,28-Oct-67,Sat,,Notre Dame,Notre Dame,Home,Michigan State,Michigan State,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,24,12,4,2,0,W 2,,41.666386,-86.267592
7,1967,11/4/1967,4-Nov-67,Sat,,(10)Â Notre Dame,Notre Dame,Home,Navy,Navy,N,Ind,W,"South Bend, IN",South Bend,IN,USA,43,14,5,2,0,W 3,,41.666386,-86.267592
4,1967,10/14/1967,14-Oct-67,Sat,,(5)Â Notre Dame,Notre Dame,Home,(1)Â USC,USC,N,AAWU,L,"South Bend, IN",South Bend,IN,USA,7,24,2,2,0,L 1,,41.666386,-86.267592
5,1967,10/21/1967,21-Oct-67,Sat,,Notre Dame,Notre Dame,Away,Illinois,Illinois,N,Big Ten,W,"Urbana-Champaign, IL",Urbana-Champaign,IL,USA,47,7,3,2,0,W 1,,40.099844,-88.195524
2,1967,9/30/1967,30-Sep-67,Sat,,(1)Â Notre Dame,Notre Dame,Away,(10)Â Purdue,Purdue,N,Big Ten,L,"West Lafayette, IN",West Lafayette,IN,USA,21,28,1,1,0,L 1,,40.460621,-86.915627
6,1968,10/26/1968,26-Oct-68,Sat,,(5)Â Notre Dame,Notre Dame,Away,Michigan State,Michigan State,N,Big Ten,L,"East Lansing, MI",East Lansing,MI,USA,17,21,4,2,0,L 1,,42.736452,-84.479762
3,1968,10/5/1968,5-Oct-68,Sat,,(5)Â Notre Dame,Notre Dame,Away,Iowa,Iowa,N,Big Ten,W,"Iowa City, IA",Iowa City,IA,USA,51,28,2,1,0,W 1,,41.65748,-91.51939
10,1968,11/30/1968,30-Nov-68,Sat,,(9)Â Notre Dame,Notre Dame,Away,(2)Â USC,USC,N,Pac-8,T,"Los Angeles, CA",Los Angeles,CA,USA,21,21,7,2,1,T 1,,34.05513,-118.25703
7,1968,11/2/1968,2-Nov-68,Sat,,(12)Â Notre Dame,Notre Dame,Neutral,Navy,Navy,N,Ind,W,"Philadelphia, PA",Philadelphia,PA,USA,45,14,5,2,0,W 1,"Philadelphia, PA",39.990821,-75.168428
9,1968,11/16/1968,16-Nov-68,Sat,,(9)Â Notre Dame,Notre Dame,Home,Georgia Tech,Georgia Tech,N,Ind,W,"South Bend, IN",South Bend,IN,USA,34,6,7,2,0,W 3,,41.666386,-86.267592
5,1968,10/19/1968,19-Oct-68,Sat,,(6)Â Notre Dame,Notre Dame,Home,Illinois,Illinois,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,58,8,4,1,0,W 3,,41.666386,-86.267592
4,1968,10/12/1968,12-Oct-68,Sat,,(5)Â Notre Dame,Notre Dame,Home,Northwestern,Northwestern,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,27,7,3,1,0,W 2,,41.666386,-86.267592
1,1968,9/21/1968,21-Sep-68,Sat,,(3)Â Notre Dame,Notre Dame,Home,(5)Â Oklahoma,Oklahoma,N,Big 8,W,"South Bend, IN",South Bend,IN,USA,45,21,1,0,0,W 1,,41.666386,-86.267592
8,1968,11/9/1968,9-Nov-68,Sat,,(12)Â Notre Dame,Notre Dame,Home,Pitt,Pitt,N,Ind,W,"South Bend, IN",South Bend,IN,USA,56,7,6,2,0,W 2,,41.666386,-86.267592
2,1968,9/28/1968,28-Sep-68,Sat,,(2)Â Notre Dame,Notre Dame,Home,(1)Â Purdue,Purdue,N,Big Ten,L,"South Bend, IN",South Bend,IN,USA,22,37,1,1,0,L 1,,41.666386,-86.267592
9,1969,11/15/1969,15-Nov-69,Sat,,(9)Â Notre Dame,Notre Dame,Away,Georgia Tech,Georgia Tech,N,Ind,W,"Atlanta, GA",Atlanta,GA,USA,38,20,7,1,1,W 4,,33.769805,-84.414581
4,1969,10/11/1969,11-Oct-69,Sat,,(15)Â Notre Dame,Notre Dame,Away,Army,Army,N,Ind,W,"Bronx, NY",Bronx,NY,USA,45,0,3,1,0,W 2,"Bronx, NY",40.853551,-73.874979
11,1969,1/1/1970,1-Jan-70,Thu,,(9)Â Notre Dame,Notre Dame,Neutral,(1)Â Texas,Texas,Y,SWC,L,"Dallas, TX",Dallas,TX,USA,17,21,8,2,1,L 1,"Cotton Bowl (Cotton Bowl (Dallas, TX))",32.736212,-96.784359
6,1969,10/25/1969,25-Oct-69,Sat,,(12)Â Notre Dame,Notre Dame,Away,Tulane,Tulane,N,Ind,W,"New Orleans, LA",New Orleans,LA,USA,37,0,4,1,1,W 1,,30.056708,-89.889852
8,1969,11/8/1969,8-Nov-69,Sat,,(8)Â Notre Dame,Notre Dame,Away,Pitt,Pitt,N,Ind,W,"Pittsburgh, PA",Pittsburgh,PA,USA,49,7,6,1,1,W 3,,40.450509,-79.936305
10,1969,11/22/1969,22-Nov-69,Sat,,(8)Â Notre Dame,Notre Dame,Home,Air Force,Air Force,N,Ind,W,"South Bend, IN",South Bend,IN,USA,13,6,8,1,1,W 5,,41.666386,-86.267592
3,1969,10/4/1969,4-Oct-69,Sat,,Notre Dame,Notre Dame,Home,(14)Â Michigan State,Michigan State,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,42,28,2,1,0,W 1,,41.666386,-86.267592
7,1969,11/1/1969,1-Nov-69,Sat,,(10)Â Notre Dame,Notre Dame,Home,Navy,Navy,N,Ind,W,"South Bend, IN",South Bend,IN,USA,47,0,5,1,1,W 2,,41.666386,-86.267592
1,1969,9/20/1969,20-Sep-69,Sat,,(11)Â Notre Dame,Notre Dame,Home,Northwestern,Northwestern,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,35,10,1,0,0,W 1,,41.666386,-86.267592
5,1969,10/18/1969,18-Oct-69,Sat,,(11)Â Notre Dame,Notre Dame,Home,(3)Â USC,USC,N,Pac-8,T,"South Bend, IN",South Bend,IN,USA,14,14,3,1,1,T 1,,41.666386,-86.267592
2,1969,9/27/1969,27-Sep-69,Sat,,(9)Â Notre Dame,Notre Dame,Away,(16)Â Purdue,Purdue,N,Big Ten,L,"West Lafayette, IN",West Lafayette,IN,USA,14,28,1,1,0,L 1,,40.460621,-86.915627
5,1970,10/17/1970,17-Oct-70,Sat,,(3)Â Notre Dame,Notre Dame,Away,(18)Â Missouri,Missouri,N,Big 8,W,"Columbia, MO",Columbia,MO,USA,24,7,5,0,0,W 5,,38.945483,-92.32928
11,1970,1/1/1971,1-Jan-71,Fri,,(6)Â Notre Dame,Notre Dame,Neutral,(1)Â Texas,Texas,Y,SWC,W,"Dallas, TX",Dallas,TX,USA,24,11,10,1,0,W 1,"Cotton Bowl (Cotton Bowl (Dallas, TX))",32.736212,-96.784359
3,1970,10/3/1970,3-Oct-70,Sat,,(4)Â Notre Dame,Notre Dame,Away,Michigan State,Michigan State,N,Big Ten,W,"East Lansing, MI",East Lansing,MI,USA,29,0,3,0,0,W 3,,42.736452,-84.479762
1,1970,9/19/1970,19-Sep-70,Sat,,(6)Â Notre Dame,Notre Dame,Away,Northwestern,Northwestern,N,Big Ten,W,"Evanston, IL",Evanston,IL,USA,35,14,1,0,0,W 1,,42.046069,-87.691232
10,1970,11/28/1970,28-Nov-70,Sat,,(4)Â Notre Dame,Notre Dame,Away,USC,USC,N,Pac-8,L,"Los Angeles, CA",Los Angeles,CA,USA,28,38,9,1,0,L 1,,34.05513,-118.25703
6,1970,10/31/1970,31-Oct-70,Sat,,(3)Â Notre Dame,Notre Dame,Neutral,Navy,Navy,N,Ind,W,"Philadelphia, PA",Philadelphia,PA,USA,56,7,6,0,0,W 6,"Philadelphia, PA",39.990821,-75.168428
4,1970,10/10/1970,10-Oct-70,Sat,,(3)Â Notre Dame,Notre Dame,Home,Army,Army,N,Ind,W,"South Bend, IN",South Bend,IN,USA,51,10,4,0,0,W 4,,41.666386,-86.267592
8,1970,11/14/1970,14-Nov-70,Sat,,(1)Â Notre Dame,Notre Dame,Home,Georgia Tech,Georgia Tech,N,Ind,W,"South Bend, IN",South Bend,IN,USA,10,7,8,0,0,W 8,,41.666386,-86.267592
9,1970,11/21/1970,21-Nov-70,Sat,,(2)Â Notre Dame,Notre Dame,Home,(7)Â LSU,LSU,N,SEC,W,"South Bend, IN",South Bend,IN,USA,3,0,9,0,0,W 9,,41.666386,-86.267592
7,1970,11/7/1970,7-Nov-70,Sat,,(2)Â Notre Dame,Notre Dame,Home,Pitt,Pitt,N,Ind,W,"South Bend, IN",South Bend,IN,USA,46,14,7,0,0,W 7,,41.666386,-86.267592
2,1970,9/26/1970,26-Sep-70,Sat,,(6)Â Notre Dame,Notre Dame,Home,Purdue,Purdue,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,48,0,2,0,0,W 2,,41.666386,-86.267592
10,1971,11/20/1971,20-Nov-71,Sat,,(7)Â Notre Dame,Notre Dame,Away,(14)Â LSU,LSU,N,SEC,L,"Baton Rouge, LA",Baton Rouge,LA,USA,8,28,8,2,0,L 1,,30.46297,-91.14273
4,1971,10/9/1971,9-Oct-71,Sat,,(7)Â Notre Dame,Notre Dame,Away,Miami (FL),Miami FL,N,Ind,W,"Miami, FL",Miami,FL,USA,17,0,4,0,0,W 4,,25.766368,-80.210268
8,1971,11/6/1971,6-Nov-71,Sat,,(8)Â Notre Dame,Notre Dame,Away,Pitt,Pitt,N,Ind,W,"Pittsburgh, PA",Pittsburgh,PA,USA,56,7,7,1,0,W 2,,40.450509,-79.936305
3,1971,10/2/1971,2-Oct-71,Sat,,(4)Â Notre Dame,Notre Dame,Home,Michigan State,Michigan State,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,14,2,3,0,0,W 3,,41.666386,-86.267592
7,1971,10/30/1971,30-Oct-71,Sat,,(12)Â Notre Dame,Notre Dame,Home,Navy,Navy,N,Ind,W,"South Bend, IN",South Bend,IN,USA,21,0,6,1,0,W 1,,41.666386,-86.267592
5,1971,10/16/1971,16-Oct-71,Sat,,(7)Â Notre Dame,Notre Dame,Home,North Carolina,North Carolina,N,ACC,W,"South Bend, IN",South Bend,IN,USA,16,0,5,0,0,W 5,,41.666386,-86.267592
1,1971,9/18/1971,18-Sep-71,Sat,,(2)Â Notre Dame,Notre Dame,Home,Northwestern,Northwestern,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,50,7,1,0,0,W 1,,41.666386,-86.267592
9,1971,11/13/1971,13-Nov-71,Sat,,(8)Â Notre Dame,Notre Dame,Home,Tulane,Tulane,N,Ind,W,"South Bend, IN",South Bend,IN,USA,21,7,8,1,0,W 3,,41.666386,-86.267592
6,1971,10/23/1971,23-Oct-71,Sat,,(6)Â Notre Dame,Notre Dame,Home,USC,USC,N,Pac-8,L,"South Bend, IN",South Bend,IN,USA,14,28,5,1,0,L 1,,41.666386,-86.267592
2,1971,9/25/1971,25-Sep-71,Sat,,(2)Â Notre Dame,Notre Dame,Away,Purdue,Purdue,N,Big Ten,W,"West Lafayette, IN",West Lafayette,IN,USA,8,7,2,0,0,W 2,,40.460621,-86.915627
8,1972,11/11/1972,11-Nov-72,Sat,,(12)Â Notre Dame,Notre Dame,Away,Air Force,Air Force,N,Ind,W,"Colorado Springs, CO",Colorado Springs,CO,USA,21,7,7,1,0,W 3,,38.875356,-104.813228
3,1972,10/7/1972,7-Oct-72,Sat,,(7)Â Notre Dame,Notre Dame,Away,Michigan State,Michigan State,N,Big Ten,W,"East Lansing, MI",East Lansing,MI,USA,16,0,3,0,0,W 3,,42.736452,-84.479762
1,1972,9/23/1972,23-Sep-72,Sat,,(13)Â Notre Dame,Notre Dame,Away,Northwestern,Northwestern,N,Big Ten,W,"Evanston, IL",Evanston,IL,USA,37,0,1,0,0,W 1,,42.046069,-87.691232
10,1972,12/2/1972,2-Dec-72,Sat,,(10)Â Notre Dame,Notre Dame,Away,(1)Â USC,USC,N,Pac-8,L,"Los Angeles, CA",Los Angeles,CA,USA,23,45,8,2,0,L 1,,34.05513,-118.25703
11,1972,1/1/1973,1-Jan-73,Mon,,(12)Â Notre Dame,Notre Dame,Neutral,(9)Â Nebraska,Nebraska,Y,Big 8,L,"Miami, FL",Miami,FL,USA,6,40,8,3,0,L 2,"Orange Bowl (Orange Bowl (Miami, FL))",25.766368,-80.210268
7,1972,11/4/1972,4-Nov-72,Sat,,(12)Â Notre Dame,Notre Dame,Neutral,Navy,Navy,N,Ind,W,"Philadelphia, PA",Philadelphia,PA,USA,42,23,6,1,0,W 2,"Philadelphia, PA",39.990821,-75.168428
9,1972,11/18/1972,18-Nov-72,Sat,,(10)Â Notre Dame,Notre Dame,Home,Miami (FL),Miami FL,N,Ind,W,"South Bend, IN",South Bend,IN,USA,20,17,8,1,0,W 4,,41.666386,-86.267592
5,1972,10/21/1972,21-Oct-72,Sat,,(8)Â Notre Dame,Notre Dame,Home,Missouri,Missouri,N,Big 8,L,"South Bend, IN",South Bend,IN,USA,26,30,4,1,0,L 1,,41.666386,-86.267592
4,1972,10/14/1972,14-Oct-72,Sat,,(7)Â Notre Dame,Notre Dame,Home,Pitt,Pitt,N,Ind,W,"South Bend, IN",South Bend,IN,USA,42,16,4,0,0,W 4,,41.666386,-86.267592
2,1972,9/30/1972,30-Sep-72,Sat,,(10)Â Notre Dame,Notre Dame,Home,Purdue,Purdue,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,35,14,2,0,0,W 2,,41.666386,-86.267592
6,1972,10/28/1972,28-Oct-72,Sat,,(13)Â Notre Dame,Notre Dame,Home,Texas Christian,Texas Christian,N,SWC,W,"South Bend, IN",South Bend,IN,USA,21,0,5,1,0,W 1,,41.666386,-86.267592
4,1973,10/13/1973,13-Oct-73,Sat,,(9)Â Notre Dame,Notre Dame,Away,Rice,Rice,N,SWC,W,"Houston, TX",Houston,TX,USA,28,0,4,0,0,W 4,,29.784753,-95.361416
10,1973,12/1/1973,1-Dec-73,Sat,,(5)Â Notre Dame,Notre Dame,Away,Miami (FL),Miami FL,N,Ind,W,"Miami, FL",Miami,FL,USA,44,0,10,0,0,W 10,,25.766368,-80.210268
11,1973,12/31/1973,31-Dec-73,Mon,,(3)Â Notre Dame,Notre Dame,Neutral,(1)Â Alabama,Alabama,Y,SEC,W,"New Orleans, LA",New Orleans,LA,USA,24,23,11,0,0,W 11,"Sugar Bowl (Sugar Bowl (New Orleans, LA))",30.056708,-89.889852
8,1973,11/10/1973,10-Nov-73,Sat,,(5)Â Notre Dame,Notre Dame,Away,(20)Â Pitt,Pitt,N,Ind,W,"Pittsburgh, PA",Pittsburgh,PA,USA,31,10,8,0,0,W 8,,40.450509,-79.936305
9,1973,11/22/1973,22-Nov-73,Thu,,(5)Â Notre Dame,Notre Dame,Home,Air Force,Air Force,N,Ind,W,"South Bend, IN",South Bend,IN,USA,48,15,9,0,0,W 9,,41.666386,-86.267592
3,1973,10/6/1973,6-Oct-73,Sat,,(8)Â Notre Dame,Notre Dame,Home,Michigan State,Michigan State,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,14,10,3,0,0,W 3,,41.666386,-86.267592
7,1973,11/3/1973,3-Nov-73,Sat,,(5)Â Notre Dame,Notre Dame,Home,Navy,Navy,N,Ind,W,"South Bend, IN",South Bend,IN,USA,44,7,7,0,0,W 7,,41.666386,-86.267592
1,1973,9/22/1973,22-Sep-73,Sat,,(8)Â Notre Dame,Notre Dame,Home,Northwestern,Northwestern,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,44,0,1,0,0,W 1,,41.666386,-86.267592
6,1973,10/27/1973,27-Oct-73,Sat,,(8)Â Notre Dame,Notre Dame,Home,(6)Â USC,USC,N,Pac-8,W,"South Bend, IN",South Bend,IN,USA,23,14,6,0,0,W 6,,41.666386,-86.267592
2,1973,9/29/1973,29-Sep-73,Sat,,(7)Â Notre Dame,Notre Dame,Away,Purdue,Purdue,N,Big Ten,W,"West Lafayette, IN",West Lafayette,IN,USA,20,7,2,0,0,W 2,,40.460621,-86.915627
5,1973,10/20/1973,20-Oct-73,Sat,,(8)Â Notre Dame,Notre Dame,Away,Army,Army,N,Ind,W,"West Point, NY",West Point,NY,USA,62,3,5,0,0,W 5,,41.357191,-74.025225
1,1974,9/9/1974,9-Sep-74,Mon,,(3)Â Notre Dame,Notre Dame,Away,Georgia Tech,Georgia Tech,N,Ind,W,"Atlanta, GA",Atlanta,GA,USA,31,7,1,0,0,W 1,,33.769805,-84.414581
4,1974,10/5/1974,5-Oct-74,Sat,,(7)Â Notre Dame,Notre Dame,Away,Michigan State,Michigan State,N,Big Ten,W,"East Lansing, MI",East Lansing,MI,USA,19,14,3,1,0,W 1,,42.736452,-84.479762
2,1974,9/21/1974,21-Sep-74,Sat,,(1)Â Notre Dame,Notre Dame,Away,Northwestern,Northwestern,N,Big Ten,W,"Evanston, IL",Evanston,IL,USA,49,3,2,0,0,W 2,,42.046069,-87.691232
11,1974,11/30/1974,30-Nov-74,Sat,,(5)Â Notre Dame,Notre Dame,Away,(6)Â USC,USC,N,Pac-8,L,"Los Angeles, CA",Los Angeles,CA,USA,24,55,9,2,0,L 1,,34.05513,-118.25703
12,1974,1/1/1975,1-Jan-75,Wed,,(9)Â Notre Dame,Notre Dame,Neutral,(2)Â Alabama,Alabama,Y,SEC,W,"Miami, FL",Miami,FL,USA,13,11,10,2,0,W 1,"Orange Bowl (Orange Bowl (Miami, FL))",25.766368,-80.210268
8,1974,11/2/1974,2-Nov-74,Sat,,(7)Â Notre Dame,Notre Dame,Neutral,Navy,Navy,N,Ind,W,"Philadelphia, PA",Philadelphia,PA,USA,14,6,7,1,0,W 5,"Philadelphia, PA",39.990821,-75.168428
10,1974,11/23/1974,23-Nov-74,Sat,,(5)Â Notre Dame,Notre Dame,Home,Air Force,Air Force,N,Ind,W,"South Bend, IN",South Bend,IN,USA,38,0,9,1,0,W 7,,41.666386,-86.267592
6,1974,10/19/1974,19-Oct-74,Sat,,(7)Â Notre Dame,Notre Dame,Home,Army,Army,N,Ind,W,"South Bend, IN",South Bend,IN,USA,48,0,5,1,0,W 3,,41.666386,-86.267592
7,1974,10/26/1974,26-Oct-74,Sat,,(7)Â Notre Dame,Notre Dame,Home,Miami (FL),Miami FL,N,Ind,W,"South Bend, IN",South Bend,IN,USA,38,7,6,1,0,W 4,,41.666386,-86.267592
9,1974,11/16/1974,16-Nov-74,Sat,,(5)Â Notre Dame,Notre Dame,Home,(17)Â Pitt,Pitt,N,Ind,W,"South Bend, IN",South Bend,IN,USA,14,10,8,1,0,W 6,,41.666386,-86.267592
3,1974,9/28/1974,28-Sep-74,Sat,,(2)Â Notre Dame,Notre Dame,Home,Purdue,Purdue,N,Big Ten,L,"South Bend, IN",South Bend,IN,USA,20,31,2,1,0,L 1,,41.666386,-86.267592
5,1974,10/12/1974,12-Oct-74,Sat,,(6)Â Notre Dame,Notre Dame,Home,Rice,Rice,N,SWC,W,"South Bend, IN",South Bend,IN,USA,10,3,4,1,0,W 2,,41.666386,-86.267592
5,1975,10/11/1975,11-Oct-75,Sat,,(15)Â Notre Dame,Notre Dame,Away,North Carolina,North Carolina,N,ACC,W,"Chapel Hill, NC",Chapel Hill,NC,USA,21,14,4,1,0,W 1,,35.930208,-79.035496
6,1975,10/18/1975,18-Oct-75,Sat,,(15)Â Notre Dame,Notre Dame,Away,Air Force,Air Force,N,Ind,W,"Colorado Springs, CO",Colorado Springs,CO,USA,31,30,5,1,0,W 2,,38.875356,-104.813228
1,1975,9/15/1975,15-Sep-75,Mon,,(9)Â Notre Dame,Notre Dame,Away,Boston College,Boston College,N,Ind,W,"Foxboro, MA",Foxboro,MA,USA,17,3,1,0,0,W 1,"Foxboro, MA",42.063117,-71.246259
11,1975,11/22/1975,22-Nov-75,Sat,,Notre Dame,Notre Dame,Away,Miami (FL),Miami FL,N,Ind,W,"Miami, FL",Miami,FL,USA,32,9,8,3,0,W 1,,25.766368,-80.210268
10,1975,11/15/1975,15-Nov-75,Sat,,(9)Â Notre Dame,Notre Dame,Away,Pitt,Pitt,N,Ind,L,"Pittsburgh, PA",Pittsburgh,PA,USA,20,34,7,3,0,L 1,,40.450509,-79.936305
9,1975,11/8/1975,8-Nov-75,Sat,,(12)Â Notre Dame,Notre Dame,Home,Georgia Tech,Georgia Tech,N,Ind,W,"South Bend, IN",South Bend,IN,USA,24,3,7,2,0,W 2,,41.666386,-86.267592
4,1975,10/4/1975,4-Oct-75,Sat,,(8)Â Notre Dame,Notre Dame,Home,Michigan State,Michigan State,N,Big Ten,L,"South Bend, IN",South Bend,IN,USA,3,10,3,1,0,L 1,,41.666386,-86.267592
8,1975,11/1/1975,1-Nov-75,Sat,,(15)Â Notre Dame,Notre Dame,Home,Navy,Navy,N,Ind,W,"South Bend, IN",South Bend,IN,USA,31,10,6,2,0,W 1,,41.666386,-86.267592
3,1975,9/27/1975,27-Sep-75,Sat,,(7)Â Notre Dame,Notre Dame,Home,Northwestern,Northwestern,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,31,7,3,0,0,W 3,,41.666386,-86.267592
7,1975,10/25/1975,25-Oct-75,Sat,,(14)Â Notre Dame,Notre Dame,Home,(3)Â USC,USC,N,Pac-8,L,"South Bend, IN",South Bend,IN,USA,17,24,5,2,0,L 1,,41.666386,-86.267592
2,1975,9/20/1975,20-Sep-75,Sat,,(9)Â Notre Dame,Notre Dame,Away,Purdue,Purdue,N,Big Ten,W,"West Lafayette, IN",West Lafayette,IN,USA,17,0,2,0,0,W 2,,40.460621,-86.915627
8,1976,11/6/1976,6-Nov-76,Sat,,(11)Â Notre Dame,Notre Dame,Away,Georgia Tech,Georgia Tech,N,Ind,L,"Atlanta, GA",Atlanta,GA,USA,14,23,6,2,0,L 1,,33.769805,-84.414581
7,1976,10/30/1976,30-Oct-76,Sat,,(11)Â Notre Dame,Notre Dame,Neutral,Navy,Navy,N,Ind,W,"Cleveland, OH",Cleveland,OH,USA,27,21,6,1,0,W 6,"Cleveland, OH",41.496551,-81.65133
6,1976,10/23/1976,23-Oct-76,Sat,,(12)Â Notre Dame,Notre Dame,Away,(19)Â South Carolina,South Carolina,N,Ind,W,"Columbia, SC",Columbia,SC,USA,13,6,5,1,0,W 5,,34.044165,-80.846323
4,1976,10/2/1976,2-Oct-76,Sat,,(18)Â Notre Dame,Notre Dame,Away,Michigan State,Michigan State,N,Big Ten,W,"East Lansing, MI",East Lansing,MI,USA,24,6,3,1,0,W 3,,42.736452,-84.479762
3,1976,9/25/1976,25-Sep-76,Sat,,Notre Dame,Notre Dame,Away,Northwestern,Northwestern,N,Big Ten,W,"Evanston, IL",Evanston,IL,USA,48,0,2,1,0,W 2,,42.046069,-87.691232
12,1976,12/27/1976,27-Dec-76,Mon,,(15)Â Notre Dame,Notre Dame,Neutral,(20)Â Penn State,Penn State,Y,Ind,W,"Jacksonville, FL",Jacksonville,FL,USA,20,9,9,3,0,W 1,"Gator Bowl (Gator Bowl (Jacksonville, FL))",30.369914,-81.660992
11,1976,11/27/1976,27-Nov-76,Sat,,(13)Â Notre Dame,Notre Dame,Away,(3)Â USC,USC,N,Pac-8,L,"Los Angeles, CA",Los Angeles,CA,USA,13,17,8,3,0,L 1,,34.05513,-118.25703
9,1976,11/13/1976,13-Nov-76,Sat,,(18)Â Notre Dame,Notre Dame,Home,(10)Â Alabama,Alabama,N,SEC,W,"South Bend, IN",South Bend,IN,USA,21,18,7,2,0,W 1,,41.666386,-86.267592
10,1976,11/20/1976,20-Nov-76,Sat,,(13)Â Notre Dame,Notre Dame,Home,Miami (FL),Miami FL,N,Ind,W,"South Bend, IN",South Bend,IN,USA,40,27,8,2,0,W 2,,41.666386,-86.267592
5,1976,10/16/1976,16-Oct-76,Sat,,(14)Â Notre Dame,Notre Dame,Home,Oregon,Oregon,N,Pac-8,W,"South Bend, IN",South Bend,IN,USA,41,0,4,1,0,W 4,,41.666386,-86.267592
1,1976,9/11/1976,11-Sep-76,Sat,,(11)Â Notre Dame,Notre Dame,Home,(9)Â Pitt,Pitt,N,Ind,L,"South Bend, IN",South Bend,IN,USA,10,31,0,1,0,L 1,,41.666386,-86.267592
2,1976,9/18/1976,18-Sep-76,Sat,,Notre Dame,Notre Dame,Home,Purdue,Purdue,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,23,0,1,1,0,W 1,,41.666386,-86.267592
